Fiscal Quarter,Region,State,Bank Group,Population Group,No of Offices,Deposit,Credit,Actual District (Not Decoded),District Code,Census Flag
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,27,1097.067,1091.797,JALAUN,212,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,27,1907.36,1702.332,SHAHJAHANPUR,252,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,1486.367,1017.347,ETAH,266,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,2341.967,803.466,BALRAMPUR,241,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,28,2453.207,828.639,FAIZABAD,224,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,29,2022.099,676.349,SANT KABIR NAGAR,227,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,1565.217,1723.28,BIJNOR,276,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,1925.183,1162.898,SHRAVASTI,246,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,31,1970.053,1109.265,MIRZAPUR,232,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,1050.138,654.464,MAINPURI,258,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,2116.07,1298.335,FARRUKHABAD,254,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,32,3576.919,974.831,VARANASI,230,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,33,2179.963,1115.087,MAHARAJGANJ,225,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,34,2293.515,983.436,BASTI,242,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,35,985.907,2352.381,RAMPUR,280,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,35,2571.882,1084.8,AMBEDKAR NAGAR,215,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,38,2529.304,1075.084,SIDHARTHANAGAR,257,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,40,3015.387,1386.157,GONDA,243,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,41,1392.673,988.982,BUDAUN,267,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,41,2783.43,3553.053,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,42,2176.177,2103.958,KHERI,247,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,42,2713.712,962.828,FATEHPUR,208,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,44,3311.755,3501.489,ALIGARH,264,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,44,3685.754,1324.551,DEORIA,236,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,45,4501.359,2035.455,UNNAO,205,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,46,2043.913,1509.891,BAREILLY,250,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,46,3277.938,1710.527,KUSHI NAGAR,237,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,48,2992.444,2629.609,BANDA,218,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,48,3528.024,1784.251,HARDOI,206,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,51,4831.067,1772.82,GORAKHPUR,240,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,53,3321.225,2074.286,BAHRAICH,244,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,60,4162.05,1172.243,GHAZIPUR,234,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,61,6520.338,1538.421,AZAMGARH,226,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,62,4797.312,1448.967,RAI BARELI,204,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,62,5817.564,1165.166,ALLAHABAD,220,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,66,5247.82,1264.575,PRATAPGARH,222,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,68,4705.302,1927.649,KANPUR DEHAT,211,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,70,5353.602,1801.315,BALLIA,235,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,74,5194.349,6132.683,MORADABAD,278,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,75,4784.841,3652.84,BARA BANKI,202,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,77,6786.08,1823.946,JAUNPUR,228,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,90,8099.285,2744.491,SULTANPUR,223,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Rural,95,4885.152,3283.818,SITAPUR,245,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,13.945,22.101,MIRZAPUR,232,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,66.965,12.345,KAUSHAMBI,221,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,68.413,24.934,LALITPUR,213,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,80.557,35.538,BASTI,242,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,115.737,31.372,SIDHARTHANAGAR,257,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,161.388,38.034,SHRAVASTI,246,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,1,345.757,42.718,SANT KABIR NAGAR,227,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,132.676,91.44,SANT RAVIDAS NAGAR,231,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,192.36,53.202,FAIZABAD,224,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,200.355,51.005,BAHRAICH,244,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,273.774,80.029,SULTANPUR,223,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,303.692,97.409,VARANASI,230,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,419.121,91.722,KANPUR NAGAR,210,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,2,459.281,101.831,AMBEDKAR NAGAR,215,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,79.4,36.4,MATHURA,262,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,139.916,68.033,ETAWAH,256,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,217.172,103.553,LUCKNOW,200,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,329.617,125.71,MAHARAJGANJ,225,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,340.758,197.218,PILIBHIT,249,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,391.816,115.904,SONBHADRA,288,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,3,464.722,160.839,BALRAMPUR,241,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,15.652,8.643,SAHARANPUR,274,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,4,532.215,124.555,MAINPURI,258,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,599.07,270.698,BANDA,218,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,641.772,250.089,AURAIYA,259,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,730.323,221.693,HARDOI,206,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,853.229,210.774,JAUNPUR,228,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,5,1068.185,332.47,CHITRAKOOT,207,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,615.865,397.243,SHAHJAHANPUR,252,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,692.782,223.187,GORAKHPUR,240,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,710.704,194.255,RAI BARELI,204,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,717.056,159.978,ALLAHABAD,220,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,742.943,310.313,ETAH,266,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,847.089,476.077,HATHRAS,263,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,870.324,506.427,JYOTIBA PHULE NAGAR,279,2001
2009-10:Q1,CENTRAL REGION,UTTAR PRADESH,REGIONAL RURAL BANKS,Semi-urban,6,1163.671,224.666,PRATAPGARH,222,2001
